,english,francais
3670,victim,victime
3671,grounds,terrains
3672,statistical,statistique
3673,loan,prêt
3674,rebel,rebelle
3675,introduces,introduit
3676,sterling,sterling
3677,copper,cuivre
3678,visited,visité
3679,electronic,Électronique
3680,welcome,bienvenue
3681,impressive,impressionnant
3682,surge,poussée
3683,strikes,grèves
3684,greatly,considérablement
3685,fox,renard
3686,harvard,harvard
3687,ronald,ronald
3688,bound,lié
3689,trader,commerçant
3690,green,vert
3691,bids,offres
3692,lies,mensonges
3693,morris,morris
3694,delays,retards
3695,optimistic,optimiste
3696,sounds,sons
3697,failing,défaut
3698,republic,république
3699,mci,mci
3700,query,question
3701,catch,capture
3702,prepare,préparer
3703,prefer,préférer
3704,finish,finition
3705,lawrence,lawrence
3706,mips,mips
3707,view,vue
3708,suffering,souffrance
3709,dependent,dépendant
3710,serves,sert
3711,democratic,démocratique
3712,integrate,intégrer
3713,absence,absence
3714,fault,faute
3715,attempted,tentative
3716,watching,regarder
3717,mix,mélanger
3718,periods,périodes
3719,mention,mentionner
3720,stars,étoiles
3721,commander,commandant
3722,escape,évasion
3723,therefore,donc
3724,scores,scores
3725,emerged,émergé
3726,gas,gaz
3727,executed,exécuté
3728,blame,blâme
3729,laid,posé
3730,eisa,eisa
3731,generator,générateur
3732,recover,récupérer
3733,ideal,idéal
3734,backing,support
3735,atmosphere,atmosphère
3736,commodity,marchandise
3737,club,club
3738,god,dieu
3739,besides,outre
3740,referred,visé
3741,demonstrations,démonstrations
3742,pipeline,pipeline
3743,warner,warner
3744,soybean,soja
3745,random,aléatoire
3746,determining,déterminer
3747,tracking,poursuite
3748,salary,salaire
3749,currencies,devises
3750,insisted,insisté
3751,reserve,réserve
3752,convinced,convaincu
3753,calculation,calcul
3754,mechanical,mécanique
3755,smoke,fumée
3756,script,scénario
3757,score,but
3758,indication,indication
3759,every,chaque
3760,maintaining,maintien
3761,recording,enregistrement
3762,doubled,doublé
3763,walk,marcher
3764,ion,ion
3765,aides,aides
3766,editorial,éditorial
3767,daniel,daniel
3768,structural,structural
3769,combat,combat
3770,raw,brut
3771,goldman,goldman
3772,accounted,comptabilisés
3773,alcohol,alcool
3774,acceptance,acceptation
3775,fcc,fcc
3776,remarks,remarques
3777,brain,cerveau
3778,licensing,licence
3779,resume,cv
3780,overhead,dessus
3781,ball,balle
3782,equations,équations
3783,denver,denver
3784,layout,disposition
3785,ap,ap
3786,lacks,manque
3787,warranty,garantie
3788,reporter,journaliste
3789,switches,commutateurs
3790,pressing,pressage
3791,plenty,beaucoup
3792,prompt,rapide
3793,gary,gary
3794,compliance,conformité
3795,nikkei,nikkei
3796,shops,boutiques
3797,3com,3com
3798,integrity,intégrité
3799,edit,éditer
3800,outcome,résultat
3801,questioned,interrogé
3802,yes,oui
3803,tank,réservoir
3804,irish,irlandais
3805,meat,viande
3806,potentially,potentiellement
3807,interior,intérieur
3808,divisions,divisions
3809,enormous,énorme
3810,area,zone
3811,sitting,séance
3812,bear,porter
3813,nevertheless,cependant
3814,winds,vents
3815,companies,sociétés
3816,dark,sombre
3817,intelligent,intelligent
3818,dialog,dialogue
3819,design,conception
3820,science,science
3821,comments,commentaires
3822,enhancements,améliorations
3823,saving,économie
3824,base,base
3825,dates,dates
3826,examine,examiner
3827,modeling,modélisation
3828,barbara,barbara
3829,drought,sécheresse
3830,vision,vision
3831,safety,sécurité
3832,uprising,soulèvement
3833,earn,gagner
3834,contact,contact
3835,audio,acoustique
3836,well,bien
3837,proceedings,procédure
3838,chances,chances
3839,linking,enchaînement
3840,banned,interdit
3841,identical,identique
3842,cursor,curseur
3843,justice,justice
3844,emerging,émergents
3845,utah,utah
3846,nelson,nelson
3847,neighborhood,quartier
3848,rely,compter
3849,reverse,inverser
3850,regard,respect
3851,advances,avances
3852,helicopter,hélicoptère
3853,hungary,hongrie
3854,disclose,divulguer
3855,carries,porte
3856,gaza,gaza
3857,subsidies,subventions
3858,procurement,approvisionnement
3859,birth,naissance
3860,invested,investi
3861,disposal,disposition
3862,corresponding,correspondant
3863,law,droit
3864,wages,salaires
3865,register,enregistrer
3866,volumes,volumes
3867,targeted,ciblée
3868,educational,pédagogique
3869,burned,brûlé
3870,exposed,exposé
3871,operational,opérationnel
3872,prospect,perspective
3873,macros,macros
3874,contest,concours
3875,switzerland,suisse
3876,bruce,bruce
3877,watched,regardé
3878,exceed,dépasser
3879,spectrum,spectre
3880,movies,films
3881,neither,ni
3882,equally,également
3883,xerox,photocopier
3884,phoenix,phénix
3885,rescue,sauvetage
3886,participation,participation
3887,hotels,hôtels
3888,contacted,contacté
3889,teacher,professeur
3890,vital,vital
3891,framework,cadre
3892,workers,ouvriers
3893,worksheet,feuille
3894,totally,totalement
3895,pursue,poursuivre
3896,relatives,famille
3897,much,beaucoup
3898,timing,timing
3899,button,bouton
3900,controlling,contrôle
3901,ranges,gammes
3902,associate,associé
3903,crack,fissure
3904,traders,traders
3905,se,se
3906,initiative,initiative
3907,gray,gris
3908,reviews,commentaires
3909,engineering,ingénierie
3910,assumed,supposé
3911,probe,sonde
3912,demonstrators,manifestants
3913,governing,gouvernant
3914,considerably,considérablement
3915,liberal,libéral
3916,front,avant
3917,hills,hills
3918,recommend,recommander
3919,allen,allen
3920,survive,survivre
3921,tomorrow,demain
3922,abandoned,abandonné
3923,steam,vapeur
3924,stages,étapes
3925,local,local
3926,lay,poser
3927,configurations,configurations
3928,cross,croix
3929,simon,simon
3930,reflecting,reflétant
3931,islamic,islamique
3932,usa,usa
3933,wear,porter
3934,memorial,mémorial
3935,transfers,transferts
3936,entertainment,divertissement
3937,foundation,fondation
3938,compound,composé
3939,friendly,amical
3940,parameter,paramètre
3941,partial,partiel
3942,analyzed,analysé
3943,tickets,billets
3944,underground,souterrain
3945,texaco,texaco
3946,falls,chutes
3947,controversial,controversé
3948,fought,combattu
3949,exxon,exxon
3950,performing,effectuer
3951,breaking,rupture
3952,judgment,jugement
3953,opec,opep
3954,designers,concepteurs
3955,layers,couches
3956,debentures,débentures
3957,hypercard,hypercard
3958,permission,autorisation
3959,ice,glace
3960,representation,représentation
3961,mca,mca
3962,surrounding,environnant
3963,prominent,proéminent
3964,hollywood,hollywood
3965,emissions,émissions
3966,summary,résumé
3967,comfortable,confortable
3968,linear,linéaire
3969,tobacco,tabac
3970,conspiracy,conspiration
3971,modify,modifier
3972,compact,compact
3973,scan,balayage
3974,liability,responsabilité
3975,marcos,marcos
3976,am,suis
3977,delegation,délégation
3978,implementing,exécution
3979,completion,achèvement
3980,vessel,navire
3981,attributes,attributs
3982,elaborate,élaborer
3983,measuring,mesure
3984,scope,portée
3985,functional,fonctionnel
3986,relevant,pertinent
3987,reaching,atteindre
3988,answers,réponses
3989,mortgages,hypothèques
3990,ceremony,cérémonie
3991,notebook,cahier
3992,accommodate,accommoder
3993,novel,roman
3994,cartridge,cartouche
3995,coffee,café
3996,edition,édition
3997,trump,atout
3998,forest,forêt
3999,contractors,entrepreneurs
4000,context,contexte
4001,results,résultats
4002,liberation,libération
4003,dominated,dominé
4004,opponents,adversaires
4005,inch,pouce
4006,drew,drew
4007,circuits,circuits
4008,doctor,médecin
4009,complexity,complexité
4010,fddi,fddi
4011,preparation,préparation
4012,emission,émission
4013,beta,bêta
4014,integrated,intégré
4015,shortage,pénurie
4016,deposit,dépôt
4017,circuit,circuit
4018,c,c
4019,stayed,séjourné
4020,steel,acier
4021,bars,barres
4022,inquiry,enquête
4023,halt,arrêt
4024,equation,équation
4025,solidarity,solidarité
4026,drive,drive
4027,afghanistan,afghanistan
4028,legislative,législatif
4029,confirm,confirmer
4030,currently,actuellement
4031,paint,peindre
4032,famous,célèbre
4033,convertible,convertible
4034,wake,réveiller
4035,dole,aumône
4036,realized,réalisé
4037,concrete,béton
4038,resolved,résolu
4039,boosted,stimulé
4040,counter,compteur
4041,don,don
4042,larry,larry
4043,suffer,souffrir
4044,conclusion,conclusion
4045,rooms,chambres
4046,cd,cd
4047,freed,libre
4048,rom,rom
4049,checking,vérification
4050,etc,etc
4051,journalists,journalistes
4052,segments,segments
4053,compounds,composés
4054,listing,inscription
4055,broker,courtier
4056,mistake,erreur
4057,setup,installer
4058,further,plus
4059,sued,poursuivi
4060,removal,enlèvement
4061,corruption,corruption
4062,ceo,pdg
4063,mechanisms,mécanismes
4064,superior,supérieur
4065,troy,troy
4066,beer,bière
4067,concentrate,concentrer
4068,sister,sœur
4069,departure,départ
4070,pa,pennsylvanie
4071,1960s,1960
4072,dinner,dîner
4073,gulf,golfe
4074,mb,mb
4075,desire,désir
4076,mph,mph
4077,fitzwater,fitzwater
4078,tracks,rails
4079,mitchell,mitchell
4080,fr,fr
4081,truly,vraiment
4082,sponsored,sponsorisé
4083,walls,murs
4084,sears,sears
4085,diplomats,diplomates
4086,consortium,consortium
4087,separation,séparation
4088,advisers,conseillers
4089,pointer,aiguille
4090,campbell,campbell
4091,slight,mince
4092,attitude,attitude
4093,controversy,controverse
4094,holdings,holdings
4095,louisiana,louisiane
4096,francs,francs
4097,accompanied,accompagné
4098,contribute,contribuer
4099,violated,violés
4100,crimes,crimes
4101,depth,profondeur
4102,instruments,instruments
4103,blue,bleu
4104,turbo,turbo
4105,sexual,sexuel
4106,republics,républiques
4107,sugar,sucre
4108,indiana,indiana
4109,empty,vide
4110,oregon,oregon
4111,arthur,arthur
4112,seeks,cherche
4113,factories,usines
4114,enterprise,entreprise
4115,crashed,écrasé
4116,municipal,municipal
4117,applications,applications
4118,fishing,pêche
4119,moore,moore
4120,submit,soumettre
4121,philip,philip
4122,cambridge,cambridge
4123,promising,prometteur
4124,technological,technologique
4125,exact,exact
4126,visible,visible
4127,communities,communautés
4128,blocked,bloqué
4129,small,petit
4130,consultants,consultants
4131,vary,varier
4132,corner,coin
4133,foreigners,étrangers
4134,irradiation,irradiation
4135,adopt,adopter
4136,al,al
4137,era,ère
4138,senators,sénateurs
4139,paradox,paradoxe
4140,situations,situations
4141,neutron,neutron
4142,extensions,extensions
4143,van,van
4144,asks,demande
4145,sheets,feuilles
4146,branches,branches
4147,citing,citant
4148,arrangements,arrangements
4149,g,g
4150,lowered,réduit
4151,restaurants,restaurants
4152,profile,profil
4153,detection,détection
4154,depressed,déprimé
4155,petition,pétition
4156,hotel,hôtel
4157,expression,expression
4158,principles,principes
4159,desktop,bureau
4160,encouraging,encourageant
4161,mobile,mobile
4162,quit,quitter
4163,eligible,admissible
4164,building,bâtiment
4165,classified,classifié
4166,indicating,indiquant
4167,references,références
4168,momentum,élan
4169,barriers,barrières
4170,younger,jeune
4171,truth,vérité
4172,special,spécial
4173,compare,comparer
4174,studying,étudiant
4175,concentrations,concentrations
4176,corporation,corporation
4177,mississippi,mississippi
4178,schemes,régimes
4179,male,mâle
4180,separately,séparément
4181,andrew,andrew
4182,renewed,renouvelé
4183,scanning,balayage
4184,singapore,singapour
4185,alive,vivant
4186,foot,pied
4187,routes,routes
4188,existence,existence
4189,wearing,porter
4190,overcome,surmonter
4191,quarters,quarts
4192,arranged,arrangé
4193,thatcher,thatcher
4194,forcing,forçant
4195,obviously,évidemment
4196,announces,annonce
4197,osf,osf
4198,eased,assouplies
4199,distributors,distributeurs
4200,incentives,incitations
4201,affair,affaire
4202,ten,dix
4203,bridges,ponts
4204,stores,magasins
4205,detected,détectée
4206,pain,douleur
4207,inventories,inventaires
4208,duties,fonctions
4209,combine,combiner
4210,year,année
4211,incorporate,intégrer
4212,tass,tass
4213,dependence,dépendance
4214,animal,animal
4215,roll,rouleau
4216,desired,voulu
4217,badly,mal
4218,distribute,distribuer
4219,borrowing,emprunt
4220,veteran,vétéran
4221,capitol,capitole
4222,little,peu
4223,concepts,concepts
4224,graduate,diplômé
4225,visitors,visiteurs
4226,restricted,limité
4227,icons,icônes
4228,theme,thème
4229,withdraw,retirer
4230,collect,recueillir
4231,eliminated,éliminé
4232,careful,prudent
4233,order,ordre
4234,lifted,levé
4235,math,math
4236,oxygen,oxygène
4237,publishing,Édition
4238,survived,survécu
4239,drove,conduite
4240,buttons,boutons
4241,theoretical,théorique
4242,continuous,continu
4243,claiming,réclame
4244,russia,russie
4245,product,produit
4246,disney,disney
4247,particle,particule
4248,formally,officiellement
4249,dbms,sgbd
4250,performs,effectue
4251,guns,pistolets
4252,lord,seigneur
4253,visual,visuel
4254,pro,pro
4255,appletalk,appletalk
4256,assistant,assistant
4257,merge,fusionner
4258,highway,autoroute
4259,prototype,prototype
4260,lawsuits,poursuites
4261,permitted,permis
4262,understood,entendu
4263,brian,brian
4264,impose,imposer
4265,plunged,plongé
4266,camera,caméra
4267,kit,trousse
4268,presidency,présidence
4269,guaranteed,garanti
4270,contend,combattre
4271,female,femelle
4272,chamber,chambre
4273,pittsburgh,pittsburgh
4274,shock,choc
4275,scheduling,ordonnancement
4276,silicon,silicium
4277,generating,générateur
4278,satisfied,satisfait
4279,entries,entrées
4280,yes,oui
4281,six,six
4282,articles,articles
4283,bond,lien
4284,civilians,civils
4285,recall,rappel
4286,exploration,exploration
4287,usage,usage
4288,pledged,promis
4289,shall,doit
4290,land,terre
4291,presentations,présentations
4292,flew,volé
4293,waters,eaux
4294,awards,récompenses
4295,outline,contour
4296,contends,soutient
4297,antonio,antonio
4298,roger,roger
4299,quantities,quantités
4300,landing,atterrissage
4301,ambassador,ambassadeur
4302,buses,bus
4303,polish,polonais
4304,reactions,réactions
4305,earth,terre
4306,fines,amendes
4307,algorithms,algorithmes
4308,missed,manqué
4309,audit,audit
4310,rarely,rarement
4311,bright,clair
4312,buyout,rachat
4313,fires,incendies
4314,assembly,assemblage
4315,oklahoma,oklahoma
4316,roads,routes
4317,walter,walter
4318,specialists,spécialistes
4319,mines,mines
4320,violent,violent
4321,doors,portes
4322,pascal,pascal
4323,witness,témoin
4324,kodak,kodak
4325,attempting,tenter
4326,configured,configuré
4327,explanation,explication
4328,extraordinary,extraordinaire
4329,intense,intense
4330,retailer,détaillant
4331,combustion,combustion
4332,mandela,mandela
4333,protocol,protocole
4334,lease,bail
4335,treat,traiter
4336,failures,échecs
4337,maps,cartes
4338,embassy,ambassade
4339,none,aucun
4340,petroleum,pétrole
4341,magazines,magazines
4342,litigation,litige
4343,wisconsin,wisconsin
4344,conviction,conviction
4345,river,rivière
4346,unveiled,dévoilé
4347,ignored,ignoré
4348,radioactive,radioactif
4349,referring,référant
4350,disclosure,divulgation
4351,philippines,philippines
4352,baghdad,bagdad
4353,cuba,cuba
4354,economics,économie
4355,institution,institution
4356,hair,cheveux
4357,yards,mètres
4358,specialized,spécialisé
4359,dividends,dividendes
4360,fruit,fruit
4361,thompson,thompson
4362,cabinet,cabinet
4363,static,statique
4364,administrators,administrateurs
4365,log,enregistrer
4366,trades,métiers
4367,compiled,compilé
4368,reluctant,réticent
4369,dennis,dennis
4370,palo,palo
4371,art,art
4372,throughput,débit
4373,traditionally,traditionnellement
4374,common,commun
4375,temporarily,temporairement
4376,coprocessor,coprocesseur
4377,ranks,rangs
4378,fluid,fluide
4379,routing,routage
4380,layoffs,licenciements
4381,egypt,egypte
4382,facts,réalités
