francais,espanol
évolué,evolucionado
spéculatif,especulativo
organisation,organización
Pêcheur,pescador
soutenir,sostener
reconstruire,reconstruir
conteneurs,contenedores
Similaire,similar
rayure,rasguño
pensions,pensiones
Basée à Londres,Con sede central en Londres
Clarke,Clarke
Plein,completo
transitoire,transitorio
prudent,cauteloso
console,consola
aigu,agudo
fermement,firmemente
incorporation,incorporación
niant,negando
transformé,transformado
cercles,círculos
Principal,principal
défendre,defender
diminue,disminuye
même,incluso
Foley,Foley
envoyé par la poste,blindado
Intelligent,inteligente
douane,aduana
Ala,Ala
agriculture,agricultura
spéculé,especulado
illustre,ilustre
postal,postal
simplifié,simplificado
heureux,feliz
Arménien,armenio
conventions,Convenciones
contraction,contracción
quantitatif,cuantitativo
Tektronix,Tektronix
Neuf,nueve
Birmingham,Birmingham
persistant,persistente
dépense,gasto
exceptionnel,excepcional
défauts,defectos
Palais,palacio
Airbus,aerobús
Jacobs,Jacobs
mono-utilisateur,monousuario
Plc,plc
USAir,USAir
agriculteur,agricultor
utiliser,uso
Chrétiens,cristianos
De travail,Trabajo
au fil du temps,con el tiempo
Conservateurs,Los conservadores
de justesse,por poco
préposés,asistentes
McCarthy,McCarthy
sagesse,sabiduría
politicien,político
Oscar,Oscar
bijoux,joyas
Richardson,Richardson
Téléphone,teléfono
repères,puntos de referencia
suspicion,sospecha
assurer,asegurar
BBC,BBC
cholestérol,colesterol
Agricole,agrícola
le plus proche,más cercano
Voici,aquí Tienes
clarifier,aclarar
Fin,fin
Ils ont,ellos tienen
dépassement,superior
délégué,delegado
serré,apretado
fermer,de cerca
multiprocesseur,multiprocesador
O'Connor,O'Connor
monture,monte
pompes,bombas
soumis,sujeto
indirect,indirecto
Mesa,Mesa
Imprimeur,impresora
s'accumuler,acumular
conserve,preservar
publie,emitido
dos,espalda
complètement,completamente
moyenne,promedio
éperon,espolón
Percer,taladro
calendrier,calendario
individuellement,individualmente
juge de,juez
voyage,viajes
Règle,regla
chaos,caos
sous-évaluées,infravalorados
dépasse,excede
arbitrage,arbitraje
kg,kg
ONU,Naciones Unidas
poudre,polvo
dépression,depresión
OCR,OCR
Hezbollah,Hezbollah
producteurs,productores
décent,bueno
au chômage,desempleados
réputée,considerará
diplômés,graduados
absorbé,absorbido
Pape,papa
à l'unanimité,por unanimidad
sympathie,simpatía
architecte,arquitecto
Forme,forma
remplissages,rellenos
taureau,toro
roue,rueda
authentique,de buena fe
médiane,mediana
subissant,someterse
se spécialise,se especializa
revers,marcha atrás
UX,UX
Mac,Mac
rapporter,informe
Cuomo,Cuomo
incompatible,incompatible
dénoncé,denunciado
enfer,infierno
horaire,horario
sortant,extrovertida
Kent,Kent
Options,Opciones
silencieux,silencioso
AC,corriente alterna
vante,alardes
Référence,referencia
Les enquêteurs,investigadores
une est,a es
Proche-Orient,Oriente Medio
architectural,arquitectónico
indisponible,indisponible
spectroscopie,espectroscopia
des hommes armés,pistoleros
parle,habla
recensement,censo
chronique,crónico
parcelles,parcelas
appareil,dispositivo
levage,levantamiento
tonne,tonelada
Gonzalez,González
Brûlures,quemaduras
communiqué,declaración
Part,cuota
manqué,perdido
magie,magia
masses,masas
Héraut,heraldo
Alfred,Alfredo
humidité,humedad
raffinerie,refinería
noyaux,piedras
consolider,consolidar
programmes,programas
Wis,Wis
héritage,patrimonio
Gestionnaires,Gerentes
Portugal,Portugal
alliage,aleación
mérite,mérito
Clairement,claramente
déchets,residuos
profession,profesión
métropolitain,metropolitano
élu,elegido
sans majorité,hung
Hanson,Hanson
vif,brillante
BBS,BBS
mortel,mortal
Est de,es
sauvegardes,Las copias de seguridad
cependant,sin embargo
Document,documento
suspendre,suspender
Workstation,puesto de trabajo
carence,deficiencia
alléguant,alegando
Marines,infantería de marina
DOS,DOS
féroce,feroz
sale,sucio
Greene,Greene
accord,acuerdo
Bol,cuenco
résiduel,residual
textile,textil
Chambre,habitación
explorer,explorar
être en désaccord,discrepar
Altos,Altos
blague,broma
alcool,alcohol
pénètre,penetra
explicitement,explícitamente
Eugene,Eugene
feuilles de calcul,hojas de cálculo
échangées,intercambiado
contemporain,contemporáneo
exportateurs,exportadores
étagères,estantería
humour,humor
arrêt,deténgase
INS,INS
difficulté,dificultad
rétrécir,encoger
Médecins,Médicos
interprétation,interpretación
milice,milicia
convictions,convicciones
grains,granos
littéralement,literalmente
électromagnétique,electromagnético
artistes,artistas
respecté,respetado
remboursement,reembolso
fissures,grietas
comptables,Contadores
royal,real
à temps partiel,tiempo parcial
GL,GL
implique,implica
hétérogène,heterogéneo
réglable,ajustable
vote,voto
Consolidé,consolidado
Photos,fotos
exercices,taladro
qualifié,calificado
petit déjeuner,desayuno
imposable,imponible
missions,misiones
maladroit,torpe
arbitrage,arbitraje
INC,INC
contraction,contracción
traitements,tratamientos
faim,hambre
refuse,niega
directive,directiva
bulletins de vote,boletas
incorrect,incorrecto
raids,allanamiento
significative,significativo
réactualisation,actualización
phénomènes,fenómenos
ciblage,Orientación
absorber,absorber
l'adoption,adopción
raffinage,refinación
Envisager,considerar
Cycle,ciclo
intervalles,intervalos
balles,balas
continental,continental
exécutable,ejecutable
célébrer,celebrar
mélodie,melodía
CMOS,CMOS
Les employés,Empleados
pensées,pensamientos
silence,silencio
pneu,neumático
appartements,apartamentos
corrections,correcciones
Mips,mips
commerce,comercio
télévisée,TV
pointeurs,punteros
coefficient,coeficiente
Yitzhak,Yitzhak
pluies,lluvia
USS,USS
traduit,traducido
colonie,colonia
importation,importación
géographique,geográfico
jazz,jazz
facile à utiliser,fácil de usar
Hartford,Hartford
lac,lago
rejeter,desechar
fatigue,atropellar
groupes,grupos
doucement,suavemente
FORTRAN,FORTRAN
désolé,triste
indice boursier,índice de acciones
10,10
Tâche,tarea
mystère,misterio
Norvégien,noruego
adapté,adecuado
Trousse,equipo
CICS,CICS
Mutuel,mutuo
gagnants,ganadores
entier,todo
À l'intérieur,Dentro
périodique,periódico
humanitaire,humanitario
fromage,queso
60,60
Mme,sra
révolte,revuelta
subtil,sutil
Laboratoire,laboratorio
Helmut,Helmut
échange,intercambio
Chanteur,cantante
reculé,remoto
Disponible,disponible
vendeur,vendedor
lieu de travail,lugar de trabajo
administré,administrado
Charlotte,Charlotte
faction,facción
Barreur,timonel
Prix,precio
annonces,anuncios
Coleman,Coleman
Établissement des prix,Precios
Assistance médicale aux indigents,Asistencia médica a los indigentes
Princeton,Princeton
nominal,nominal
avancer,adelante
protesté,protestado
diagnostic,diagnóstico
tendance,tendencia
transmissions,transmisiones
escalade,escalada de roca
Phil,Phil
coup,golpe
override,anular
infrarouge,infrarrojo
NetView,NetView
mécanique,mecánico
auditoires,Audiencias
Tampa,Tampa
souveraineté,soberanía
Dit,dicho
harcèlement,acoso
Prudential,prudencial
Shanghai,Shanghai
racheter,redimir
titulaire,titular
Monte,equitación
Optique,óptico
fidélité,lealtad
notification,notificación
fréquentation,asistencia
prématuré,prematuro
Pennzoil,Pennzoil
sauvé,salvado
oral,oral
pose,plantear
Nombre,número
affectation,asignación
empaqueter,paquete
spéculer,especular
coulant,corriente
Méditerranée,Mediterráneo
chambres,habitaciones
supplément,suplemento
trempé,curtido
en voie de disparition,Peligro
préparation,preparación
Karen,Karen
Harvey,Harvey
plainte,queja
criminels,Los delincuentes
Dû,debido
punitif,punitivo
règlement,asentamiento
évacuation,evacuación
axe,eje
superordinateurs,Las supercomputadoras
Avocat,abogado
pari,apuesta
Poindexter,Poindexter
lits,camas
distinguer,distinguir
planificateurs,planificadores
Acquisition,adquisición
Edison,Edison
initiés,insiders
fondation,fundación
provisoirement,tentativamente
anonyme,anónimo
accumulé,acumulado
fédération,federación
Laser,láser
dangers,peligros
Thomson,Thomson
menus,menús
Thaï,tailandés
Oxford,Oxford
Date,fecha
Sûrement,seguramente
actualisés,actualizado
choqué,conmocionado
thé,té
by-pass,derivación
Températures,Temperaturas
non révélé,no revelado
Ceausescu,Ceausescu
le gouverneur de,gobernador
non garanti,sin garantía
chiffrement,Encryption
Annuel,anual
résiliation,terminación
Compatible IBM,IBM compatible
outils,instrumentos
Mills,Mills
homologue,homólogo
transplantation,trasplante
inacceptable,inaceptable
obsolète,obsoleto
employant,uso
Arlington,Arlington
traîné,arrastrado
piste,pista
anti-gouvernement,Lucha contra el gobierno
calcul,cálculo
rouleau,rollo
Cinghalais,cingaleses
masquer,ocultar
détention,detención
prêtre,sacerdote
poursuivi,perseguido
Découverte,descubrimiento
limailles,limaduras
FT-SE,FT-SE
MicroVAX,MicroVAX
30 jours,30 días
Recensement,censo
Personne,nadie
natation,natación
spatial,espacial
MacWEEK,MacWEEK
nuances,sombreado
super-,super-
ADollars,ADollars
obligataires,enlace
classification,clasificación
ADP,ADP
hypertexte,hipertexto
accusant,acusando
interdire,prohibición
NYSE,bolsa de Nueva York
Courrier,correo
hydraulique,hidráulico
Prague,Praga
dictateur,dictador
regagner,recuperar
Bois,madera
actuellement,Actualmente
gris,gris
aube,amanecer
Cercle,círculo
oublié,olvídalo
plutonium,plutonio
vacant,vacante
secrets,misterios
doublé,doble
clôture,cierre
biotechnologie,biotecnología
réussir,tener éxito
poussée,empuje
Gilbert,Gilbert
hiérarchique,Rosca
pestiféré,víctima de la peste
disparaître,desaparecer
modérément,con moderación
BCCI,BCCI
sonné,rang
pleurer,grito
produits laitiers,lechería
dépréciation,depreciación
FEMME,MUJERES
et,y
finition,acabado
contention,contención
les constructeurs automobiles,los fabricantes de automóviles
ATM,cajero automático
synchrone,sincrónico
Lourd,pesado
essor,desarrollo
réception,recibo
ruisseaux,arroyos
UNION,UNIÓN
solvant,solvente
points,puntos
Lisa,Lisa
CI,CI
déposé,archivado
policier,policía
subi,sostenido
tri,clasificación
capacités,capacidad
Loup,lobo
Bryan,Bryan
imposant,imponente
inspecteur,inspector
shérif,alguacil
diversifié,diversificado
Edwin,Edwin
réduit,reducido
membres du personnel,personal
sommes,acerca de
molécules,moléculas
Installation,instalación
espacement,espaciamiento
attraction,atracción
Juridique,legal
Impériale,imperial
Lien,enlace
Faits saillants,reflejos
non linéaire,No Lineal
Avant,antes
occasions,ocasiones
nord-,norte
CPU,UPC
Maria,Maria
comprendre,descifrar
internationalement,internacionalmente
surveillance,vigilancia
couvre-feu,toque de queda
Froid,frío
identifie,identifica
pH,pH
refuge,refugio
timbre,sello
relancer,resucitar
Gamme,alcance
Port,puerto
suiveurs,seguidores
Mohammed,Mahoma
adapter,adaptar
5,5
du sud-est,sudeste
outre,además
D-Mark,D-Mark
infraction,delito
MNP,MNP
désavantage,desventaja
fantaisie,fantasía
motorisé,motorizado
avis,aviso
économique,económico
Équité,equidad
piège,trampa
WordStar,WordStar
coefficients,coeficientes
facto,facto
4GL,4GL
désespéré,sin esperanza
pape,papa
Multiple,múltiple
Dynamique,dinámica
baissier,soportar
Visuel,visual
Herbert,Herbert
logo,logo
enregistreurs,grabadoras
Anne,ana
jugé,fundar
Pays,país
intérieurement,internamente
immunité,inmunidad
Buffle,búfalo
décourager,desalentar
Rappeler,Llamar De Vuelta
séquentiel,secuencial
extradition,extradición
objecté,objetado
utilisé,en uso
tenure,tenencia
astronautes,Los astronautas
sortie,salida
appartient,pertenece
rhétorique,retórica
compté,contado
Johannesburg,Johannesburgo
La Corée,Corea
ski,esquí
Évidemment,obviamente
critique,crítico
Souvent,a menudo
permettant,a
PIB,PIB
après,después
soupape,válvula
discret,discreto
Urgence,emergencia
représailles,represalias
remettre,entregar
Consultant,consultor
New York,nueva York
bombardier,bombardeo
séminaire,seminario
éclaté,explosión
acquitté,absuelto
Jonathan,Jonathan
tambour,tambor
Souris,ratón
Holmes,Holmes
redondant,redundante
chevaux,caballos
surveillance,vigilancia
se appuyant,basado
briquet,encendedor
HDTV,HDTV
prévention,prevención
Nom,nombre
Expert,experto
Blvd,bulevar
Cole,col
au repos,en paz
USX,USX
Doug,Doug
dérive,deriva
Carol,villancico
dimension,dimensión
Entraîneur,entrenador
graine,semilla
Matsushita,Matsushita
Multimédia,multimedia
Casey,Casey
interférer,interferir
CD,CD
une écrasante majorité,abrumadoramente
invoquée,invocado
Matériel,equipo
photographie,fotografía
tournoi,torneo
serrer,apretar
Région,zona
Au-delà,Más allá
soumissionné,oferta
Riz,arroz
vérificateurs,auditores
Noir et blanc,En blanco y negro
Carlo,Carlo
Trafic,tráfico
en continu,continuo
Lloyd,Lloyd
volontairement,de buena gana
Camp,campamento
se attaquer à,abordar
moulins,molinos
Poignées,manijas
CONFIG,CONFIG
fortune,fortuna
kits,kits
renforcement,fortalecimiento
Singh,Singh
apparemment,aparentemente
mètres,metros
saisons,estaciones
dépouillé,desnudo
justification,justificación
favoriser,promover
Donaldson,Donaldson
attirer,atraer
70,70
organisation,organización
spectaculaire,espectacular
cabine,cabina
affaiblissement,debilitación
assure,asegura
Mar,marzo
martial,marcial
marque déposée,marca
Temple,templo
doigts,dedos
Medellin,Medellín
baies,bayas
cristaux,Cristales
goupille,perno
contracté,contratado
pneus,neumáticos
circuits,circuitos
portrait,retrato
diffusions,emisiones
honoré,honrado
congédiement,despido
stimulée,estimulado
étalonnage,calibración
pondéré,ponderado
Everex,Everex
Arménie,Armenia
mérites,méritos
entre États,interestatal
dansant,baile
relaxation,relajación
Mise en application,Aplicación
Composée,compuesto
largement,extensamente
d'or,dorado
courses,carreras
1930,1930
Russes,ruso
Lituanien,lituano
carrément,completamente
par action,por acción
Vous recherchez,Buscando
grévistes,huelguistas
déductions,deducciones
guérison,curación
WSJ,WSJ
programmé,programa de estudios
incertitudes,incertidumbres
droits d'auteur,derechos de autor
citations,comillas
Samedi,en Sábado
portes,puertas
hors la loi,proscribir
Danois,danés
sacrifice,sacrificio
arriéré,atrasos
la ligne dure,línea dura
Jackson,Jackson
SI,SI
Xenix,Xenix
Madison,Madison
soumissionnaire,licitador
réhabilitation,rehabilitación
Chevron,cheurón
liberté conditionnelle,libertad condicional
OSHA,OSHA
Washington,Washington
résumé,resumen ejecutivo
larmes,lágrimas
spécialement,especialmente
dangers,peligros
sauf,excepto
herbe,hierba
concentrant,enfoque
19,19
Siècle,siglo
échappement,escape
orientée,orientado
excitation,emoción
grossesse,embarazo
enlèvement,eliminación
Jeu,juego
Proposé,ofrecido
contingent,cuota
injectée,inyectado
micro,micro
Tribune,galería
d'autres de,otro
étages,pisos
complexes,complejo
RIP,DEP
élite,élite
Bar,bar
fusils,pistolas
blindé,blindado
à but non lucratif,sin ánimo de lucro
Place,lugar
subir,someterse
Aidez-Moi,Ayuadame
Patricia,Patricia
Moitié,mitad
proportionnel,proporcional
Moniteur,monitor
graduel,gradual
perd,pierde
crochet,gancho
Jésus,Jesús
pompage,bombeo
absent,ausente
Avocats,Abogados
Les scientifiques,Los científicos
queue,cola
moyennes,promedios
intègre,honesto
beurre,mantequilla
exécution,ejecución
DECstation,DECstation
extrémistes,extremistas
Homme libre,hombre libre
nuages,nubes
Patrimoine,patrimonio
vaccin,vacuna
bilatéral,bilateral
stratège,estratega
Automation,automatización
Smalltalk,Smalltalk
mériter,ganar
habitudes,hábitos
o,o
Bancorp,Bancorp
sceau,sello
Conçu,diseñado
interprète,intérprete
Pour des hommes,De los hombres
Ian,Ian
long,pérdida de tiempo
convaincant,convincente
Iraniens,iraníes
KGB,KGB
trésor,tesoro
Tout,todos
Joan,Joan
tropical,tropical
de taille moyenne,mediano
exclu,excluidos
Luis,Luis
brosse,cepillo
Richter,Richter
Chypre,Chipre
privilèges,privilegios
irrésistible,irresistible
octroi,concesión
observer,ver
Actions,valores
guerre,guerra
territoire continental,continente
mots de passe,Contraseñas
ISO,ISO
artistique,artístico
discutable,cuestionable
NO,NO
tarif,tarifa
Harrison,Harrison
envergure,lapso
Résolution,resolución
précise,exacto
collisions,colisiones
intervenir,intervenir
Trop,demasiado
Oh,ay
treillis,enrejado
Les champs,campos
incorrect,incorrecto
arriéré,atrasos
retenu,retenido
réglementer,regular
gai,homosexual
séjours,estancias
détendu,relajado
Copie,copia
merci,gracias
Mlle,Sra
Inde,India
polyvalente,versátil
lune,luna
Supérieur,superior
collecte de fonds,la recaudación de fondos
modifier,cambio
Crête,cresta
Memphis,Memphis
rebondi,rebotando
excuse,excusa
Assistance,asistencia
balance,equilibrio
Concepteur,diseñador
Enregistrer,registro
De premier plan,Líder
fonctionnement,operación
Riche,rico
Ottawa,Ottawa
ranch,rancho
excitation,emoción
Croissance,crecimiento
interpréter,interpretar
Peres,Peres
Figue,higo
Toolkit,Toolkit
guides,guías
protestant,protestante
réglage,ajuste
banc,banco
atmosphérique,atmosférico
Wars,guerras
l'intensification,intensificación
diversité,diversidad
amnistie,amnistía
le gouvernement fédéral,el gobierno federal
résider,residir
jeunes,juventud
Alberta,Alberta
plein d'espoir,esperanzado
Vision,visión
graduée,graduado
environnementalistes,Los ecologistas
Faible,bajo
vendeur,vendedor
suivre,seguimiento
collatéral,colateral
Symantec,Symantec
danger,peligro
Hercule,Hércules
élargi,expandido
SGBDR,RDBMS
indéfiniment,indefinidamente
Obtenir,obtener
milieu des années 1980,a mediados de 1980
fissuration,agrietamiento
transitions,transiciones
chanter,cantar
Rockwell,Rockwell
bec,pico
nulle part,en ninguna parte
Greg,Greg
fondamentaux,fundamental
analyseur,analizador
ordinateur personnel,ordenador personal
immédiatement,inmediatamente
Azerbaïdjan,Azerbaiyán
détérioration,deterioro
coordonné,coordinar
Namibie,Namibia
Exportation,exportación
fusion,fusión
Rocheux,rocoso
souches,cepas
Leon,León
Gregory,Gregory
urgent,urgente
déranger,perturbar
remplir,rellenar
menace,amenaza
Commonwealth,mancomunidad
le doit,le debe
région de,zona
Rodriguez,Rodríguez
plaisir,placer
saisir,comprensión
raisonnement,razonamiento
escaladé,escalada de roca
accessoires,accesorios
ICL,ICL
musiciens,músicos
Likoud,Likud
observateur,observador
Rhode,Rhode
La marine,marina
Ky,Kentucky
rédigé,escrito
Quatrième,cuarto
père,padre
hérité,heredado
effrayé,asustado
subvention,conceder
Ensemble,juntos
UAW,UAW
Panneau,panel
plus tôt,más temprano
sans emploi,desempleados
Sharon,Sharon
liquidation,liquidación
leurre,señuelo
claviers,teclados
Méridien,meridiano
Le Nord,septentrional
endormi,dormido
retenue,restricción
intervalle,intervalo
Liberté,libertad
emprunts,préstamos
portables,portátil
meurtres,asesinatos
Netware,Netware
dents,dientes
Watkins,Watkins
MCE,MCE
impacts,impactos
bactéries,bacterias
distances,distancias
drainer,drenar
porté,puerta
interdiction,prohibición
populations,poblaciones
probable,probable
Nabisco,Nabisco
infirmières,enfermeras
Politique,político
remarquablement,extraordinariamente
boîtes,latas
Volkswagen,Volkswagen
Vallée,valle
Préservation,preservación
ON,EN
Gène,gene
utilisable,utilizable
contradictoire,contradictorio
IPX,IPX
accidents,accidentes
Simple,simple
Intelligent,inteligente
des coups de feu,tiros
interagir,obrar recíprocamente
Borland,Borland
défectueux,defectuoso
notifier,notificar
Shaw,Shaw
piano,piano
Noriega de,Noriega
commandé,ordenado
purement,puramente
fortunes,fortunas
survivant,sobreviviente
O'Neill,O'Neill
vague,ola
saper,minar
coup de pied,patada
Poiré,pera
battu,batido
counseling,asesoramiento
calcul,cálculo
Brennan,Brennan
entrées,entradas
conditionnel,condicional
Whitney,Whitney
à taux fixe,Tipo de interés fijo
donné,dado
sans fil,sin hilos
chanté,Sung
Diamant,diamante
tiges,varillas
comprend,incluye
commencez,puesta en marcha
Initialement,inicialmente
utilisant,uso
Valeur,valor
Windows,ventanas
Libyen,libio
dominance,dominio
invites,indicaciones
anti-drogue,antidroga
Mobile,móvil
chaises,sillas
Chambre des communes,Cámara de los Comunes
Nintendo,Nintendo
incorrectement,incorrectamente
assujetti,responsable
VS,VS
oiseau,pájaro
présentation,presentación
Administrateur,administrador
fabrication,fabricación
tritium,El tritio
Newport,Newport
Ukraine,Ucrania
Témoins,Testigos
renouveau,renovación
spectral,espectral
renversement,inversión
choix,elección
rivières,ríos
incomplet,incompleto
Clayton,Clayton
évolutive,escalable
assurances,seguro
ferraille,chatarra
combattre,lucha
rouvrir,reabrir
trésorier,tesorero
Révolutionnaire,revolucionario
inconstitutionnel,inconstitucional
prolongé,extendido
Hilton,Hilton
interrompu,roto
UE,UE
supposer,asumir
espion,espía
adapté,adecuado
enveloppé,envuelto
saumon,salmón
simplicité,sencillez
tampons,tampones
affiliés,afiliados
Timothée,Timoteo
datation,citas
Miroir,espejo
ouvertement,abiertamente
Mieux,mejor
démontrant,demostración
sensible,sensible
OS-2,OS-2
demande,aplicación
Acteur,jugador
coups de pied,pateando
pesanteur,gravedad
pommes de terre,patatas
résisté,capeado
ingénierie,ingeniería
Professeur,profesor
de plein air,al aire libre
portatif,portátil
préposé,asistente
validation,validación
promotions,promociones
CAM,FAO
curateurs,fideicomisarios
siècles,siglos
repas,comida
multi-utilisateur,multiusuario
lunettes,gafas
Watson,Watson
chauffage,calefacción
client de,cliente
ordinateur de,computadora
Parlant,hablando
sabrer,acuchillar
Règlements,Reglamentos
annuel,anual
souvenir,memoria
Inclus,incluido
réviser,revisión
os,hueso
Initiale,inicial Del Segundo Nombre
méthane,metano
Mouvement,movimiento
pesée,peso
Sr,Sr
annonces,anuncios
rigide,rígido
cuisinier,cocinero
conte,historia
la prise de décision,toma de decisiones
faible revenu,bajos ingresos
renversement,inversión
poches,bolsillos
Eddie,Eddie
comique,cómico
prouvant,prueba
plastiques,plástica
œuf,huevo
Retour,retorno
optique,óptico
Frederick,Frederick
Opposition,oposición
capteurs,sensores
plafonné,Convocado
propagation,propagación
journaux,periódicos
estomac,estómago
FTC,FTC
PCX,PCX
accusations,cargos
invoquer,invocar
peser,ponderar
voix,voz
longueurs,longitudes
luminosité,brillo
en plein essor,en auge
ACE,ACE
gel,gel
bouclier,proteger
créancier,acreedor
promotionnel,Promocional
Royaume-Uni de,Reino Unido
NBC,NBC
plages,playas
périodiquement,periódicamente
CMS,CMS
sélections,selecciones
Ivan,Ivan
En direct,Vivo
Hier,ayer
découvert,descubierto
engager,contratar
surface,superficie
charbons,carbones
Chasseur,cazador
sans disque,sin disco
vaisseau spatial,astronave
Lucas,Lucas
soi-disant,supuestamente
ESA,ESA
entrepreneurs,contratistas
mg,mg
état de l'art,lo último
Vincent,Vicente
douille,enchufe
Peterson,Peterson
intégrateur,integrador
Manchester,Manchester
Kan,Kan
ingrédients,ingredientes
Scientifique,científico
clic,clic
avocat de,abogado
doigt,dedo
isolation,aislamiento
Quantum,cuántico
déficit,déficit
Elle est,ella es
redoublement,repitiendo
élastique,elástico
AppleShare,AppleShare
attente,espera
affalé,en expansión
réticent,reticente
PICT,PICT
OEM,OEM
boisseau,bushel
évêques,Obispos
parité,paridad
supervise,supervisa
insolvable,insolvente
Tchernobyl,Chernobyl
chaudière,caldera
TRW,TRW
versé,versado
complications,complicaciones
Lévrier,galgo
incrémentale,incrementales
acheteurs,Los compradores
chapeau,sombrero
Token-Ring,Token-Ring
Tyson,Tyson
substrat,sustrato
prêtres,sacerdotes
remis,handed
rêves,sueños
Plans,Planes
durable,de larga duración
Comex,Comex
Maastricht,Maastricht
à bord,a bordo
d'où,de donde
détruisant,destruyendo
plantation,siembra
abonnement,suscripción
sortant,extrovertida
Vancouver,Vancouver
contribuable,contribuyente
destinataire,beneficiario
Moins,menos
arrive,a veces
Sununu,Sununu
Teamsters,Teamsters
fusil,pistola
signatures,firmas
Rue de,calle
prospérité,prosperidad
Benjoin,benjuí
Morton,Morton
sociétés,Empresas
Esquive,esquivar
tireur,tirador
appareils,dispositivos
défauts,defectos
vigoureusement,vigorosamente
Coût,costo
équipée,equipado
fort,fuerte
Avoir,para Ver
départemental,departamental
parapluie,paraguas
exclure,excluir
accumulation,acumulación
inventé,inventado
basée sur des caractères,basada en caracteres-
Jefferson,Jefferson
salué,bienvenida
Dame,dama
anti-apartheid,anti-apartheid
titres,valores
Écrire,Pedir Por Escrito
Bouclier,Escudo
terrible,terrible
occurrence,aparición
Supérieur,superior
Emploi,empleo
infirmière,enfermera
Provocateur,desafiador
pont,puente
garé,estacionado
citer,cita
saut,saltar
retenue,restricción
plus sûr,más seguro
pro,pro
visée,vista
calcule,calcula
Ami,amigo
pilule,píldora
rein,riñón
différée,retrasado
sourire,sonrisa
fosses,pozos
sous-marin,submarino
Yale,Yale
teen-ager,adolescente
tempêtes,tormentas
Fabrication,fabricación
neuvième,noveno
Marteau,martillo
constantes,constante
cochettes,primerizas
Enterrement,funeral
Johnston,Johnston
désinvolte,casual
prescription,receta
pénétration,penetración
Alpha,alfa
communisme,comunismo
pièce,jugar
en même temps,juntos
spécifiant,especificando
spirituel,espiritual
chuté,caído
stade,etapa
Richards,Richards
Bloc,bloque
réside,mentiras
Gillette,Gillette
Voudrais,Ojalá
coopérant,cooperativa
commandants,comandantes
extrait,extracto
Vierge,Virgen
Haïti,Haití
à haut rendement,alto rendimiento
dissous,disuelto
collègue,colega
recapitalisation,recapitalización
strict,estricto
diffère,difiere
Webb,Webb
Gamelle,porra
secouer,sacudir
céramique,cerámico
faiblesses,debilidades
11,11
exportation,exportación
découlant,desde
pétroliers,aceite
inondé,inundado
équipe,equipo
médicaments,farmacéuticos
partisan,partidario
Pays,país
déclarant,declarante
Rdb,Rdb
Vente au détail,Venta Al Por Menor
Hoffman,Hoffman
ouragan,huracán
friction,fricción
incroyable,increíble
prouve,prueba
BankAmerica,BankAmerica
validité,validez
indexage,indexación
dispersé,disperso
Caire,El Cairo
avion de ligne,avión de línea
ignorant,ignorante
Carbure,carburo
bassin,cuenca
secoua,sacudió
plus facile,más fácil
ennemis,enemigos
Action de grâces,Acción de gracias
consommée,consumida
dossiers,archivos
balayage,tomografía
scénarios,escenarios
délibérément,deliberadamente
Walt,Walt
l,l
AR,Arkansas
starring,protagonizada por
Menlo,Menlo
soupçonneux,suspicaz
établit,establece
abris,abrigo
Boris,Boris
arithmétique,aritmética
poignée,manejar
sage,sabio
Khomeini,Jomeini
Économie,economía
Sikh,sij
affirme,dice
vaisseau amiral,buque insignia
factures,billetes
décisions,decisiones
Individuel,solo
enquêteur,investigador
explosions,explosiones
caractérisation,caracterización
min,min
banlieue,suburbio
Lorenzo,Lorenzo
SA,SA
Divers,vario
traçage,conspirar
Bulgarie,Bulgaria
Non plus,cualquiera de los dos
prière,oración
Judiciaire,judicial
disquette,flexible
Ouragan,huracán
Reuters,Reuters
Warburg,Warburg
rapidement,rápidamente
Hispaniques,Los hispanos
imiter,imitar
MHS,MHS
informer,informar
Voyage,viajes
Écrit,escrito
OfficeVision,OfficeVision
Gatos,Gatos
allouer,asignar
incliné,inclinado
rachat,redención
vice-président,vicepresidente
Neige,nieve
restauration,restauración
Morrison,Morrison
Format,formato
héroïne,heroína
marchands,comerciantes
enterrement,funeral
D'enfant,El niño
Tory,conservador
cite,cita
vérificateur,verificador
licence,licenciatura
veuve,viuda
mince,delgado
résilier,cancelar
demi-hauteur,media altura
Médecine,medicina
plus difficile,más difícil
rarement,raramente
Helms,Helms
radiographie,radiografía
géants,Gigantes
métro,metro
Balle,bala
synthétique,sintético
Sujets,Temas
grades,grados
centres,centros
chapitres,capítulos
expérience,experiencia
chemin de fer,rail
mise en scène,puesta en escena
repère,marca
Atlantis,Atlantis
calculatrice,calculadora
systématique,sistemático
critère,criterio
émission,emisión
semi-conducteurs,semiconductor
Chrysler,Chrysler
sous-sol,sótano
Prélèvement,impuesto
école de,escuela
Aigle,águila
renouvellement,renovación
redoutable,formidable
Stockholm,Estocolmo
collage,collage
Prochainement,dentro de poco
Révolution,revolución
Pâques,Pascua
violer,violación
Progrès,progreso
Mobil,móvil
marée,marea
expositions,exposiciones
distingué,distinguido
sous-ensemble,subconjunto
cauchemar,pesadilla
Deng,Deng
Se il vous plaît,Por Favor
Histoire,historia
assez important,considerable
hubs,hubs
blagues,chistes
Rapide,rápido
